date	nodur	durbl	manuf	enrgy	hitec	telcm	shops	hlth 	utils	other	mktrf	smb	hml	rf	dol	gold	silver	mkt
2001-02-08	0.53	0.08	-0.83	0.09	-1.85	-0.1	-2.76	0.23	1.3	0.02	-0.67	-0.3	0.78	0.02	0.792796912	-1.010576551	-1.16694786	-0.65
2001-02-09	-0.07	-2.21	-0.84	1.56	-4.34	-2.47	-1.26	0.15	1.4	-0.32	-1.42	-0.13	1.2	0.02	-0.193947873	-0.062571914	-0.14760732	-1.4
2001-02-12	0.82	1.59	0.69	-0.12	0.15	1.8	2.68	1.79	-0.06	1.68	1.1	0.16	0.04	0.02	0.14801149	0.308021018	-0.024100005	1.12
2001-02-13	-0.05	1.01	-0.15	-0.49	-1.82	-0.88	0.72	-2.21	-0.06	-0.64	-0.9	0.16	1.01	0.02	0.325525427	-0.176781425	-0.221440535	-0.88
2001-02-14	-1.9	0.08	-0.19	-0.34	3.22	-2.72	-0.67	-0.84	-0.17	-0.95	-0.04	0.46	-0.41	0.02	0.03687582	-0.368372437	-0.728747416	-0.02
2001-02-15	-0.31	0.89	1.72	-1.53	3.49	0.24	-0.3	-0.79	-0.74	0.47	0.93	0.3	-0.86	0.02	0.432371115	-1.646011524	0.10131807	0.95
2001-02-16	0.94	-1.7	-1.83	1.26	-5.69	-1.82	-0.48	-0.88	0.99	-0.5	-1.93	-0.59	1.89	0.02	-0.313682755	1.136051999	-0.623383357	-1.91
2001-02-20	0.84	0.19	-0.46	-0.05	-5.66	-1.16	1.1	0.05	0.58	-1.98	-1.93	0.18	1.41	0.02	0.430820561	-0.795520838	-1.522258549	-1.91
2001-02-21	-1.83	-1.22	-1.23	-0.82	-2.81	-1.84	-4.02	0.3	0.34	-1.84	-1.84	0.06	0.93	0.02	0.217698799	0.709948169	-0.255308065	-1.82
2001-02-22	-1.17	-1.14	-0.04	-0.18	-0.87	0.94	-0.64	-1.05	0.09	-0.14	-0.48	-1.04	0.59	0.02	0.018762133	0.167752537	0.170742218	-0.46
2001-02-23	-1.09	1.02	-0.74	-1.03	0.13	0.32	0.12	-0.12	-1.28	-0.7	-0.38	0.34	-0.35	0.02	-0.172975154	0.894968851	0.327003422	-0.36
2001-02-26	0.54	2.27	1.44	1.07	1.32	3.09	2.84	2.27	0.61	2.29	1.91	-0.33	-0.01	0.02	-0.013975303	1.818221447	0.375702457	1.93
2001-02-27	0.38	-0.66	-0.75	-0.66	-4.76	-0.42	0	-0.5	0.18	0.52	-1.17	-1.2	1.65	0.02	-0.302399838	0.610974524	-0.589911631	-1.15
2001-02-28	0.03	-1.84	-0.67	-1.47	-2.64	-2.13	-1.46	0.49	0	-1.81	-1.48	0.44	0.81	0.02	-0.055794426	-0.210583651	1.171411923	-1.46
2001-03-01	0.08	0.55	-0.35	0.67	2.69	-2.42	-1.92	-0.97	0.31	-0.32	0.02	-0.18	-0.08	0.019	-0.125489066	-0.585987503	-1.77434476	0.039
2001-03-02	0.13	1.05	0.93	2.51	-3.71	1.13	0.39	0.11	0.52	-0.22	-0.53	0.39	1.14	0.019	0.020308461	-1.158040892	0.530369208	-0.511
2001-03-05	-1.02	1.04	1.73	1.32	1.65	-0.06	-0.44	-0.31	0.18	0.19	0.54	-0.67	0.17	0.019	0.237579723	0.191409225	-0.027803091	0.559
2001-03-06	-0.41	0.62	0.49	0.33	4.02	1.42	1.07	-1.36	-0.23	0.56	1.06	0.3	-1.01	0.019	-0.265034559	-0.97833167	-0.211534153	1.079
2001-03-07	0.7	1.1	1.09	1.81	0.51	-0.81	2.24	-2.22	1	1.47	0.58	-0.09	0.63	0.019	0.599336032	0.586332563	0.461984398	0.599
2001-03-08	1.48	2.25	0.83	1.5	-2.68	0.42	1.38	0.35	0.66	0.12	-0.14	-0.72	0.99	0.019	-0.111983139	1.411358248	1.015771107	-0.121
2001-03-09	0.2	-0.49	-1.93	-0.28	-6.73	-1.38	-1.19	0.01	-0.48	-2.36	-2.5	0.22	2.01	0.019	-0.127598003	2.002096535	0.278803798	-2.481
2001-03-12	-2.34	-1.63	-3.18	-2.4	-6.31	-3.32	-3.85	-3.86	-1.55	-4.93	-4.34	0.6	2.39	0.019	0.274719299	0.376453335	-1.790350248	-4.321
2001-03-13	-0.79	-1.05	-0.93	-1.46	5.73	1.18	-0.18	0.06	-1.05	2.14	1.61	-0.16	-1.49	0.019	0.633754201	-1.69674478	0.237578972	1.629
2001-03-14	-1.63	-3.05	-2.34	-1.16	-2.12	-3.44	-1.9	-1.94	-2.01	-3.47	-2.5	0.78	0.1	0.019	0.315724958	-1.708726409	0.192194044	-2.481
2001-03-15	0.26	-0.04	-0.62	-0.9	-1.65	2.21	0.67	0.29	1.38	1.89	0.34	-0.64	0.3	0.019	0.760343673	-0.973616942	-2.370536655	0.359
2001-03-16	-0.1	-1.6	-2.39	-1.36	-3.3	-1.37	-1.94	-2.99	-0.8	-1.64	-2.11	-0.37	1.26	0.019	0.852327513	-0.714288287	-0.864057463	-2.091
2001-03-19	-0.4	3.17	2	1.13	4	2.08	1.18	1.71	0.3	1.24	1.86	-0.15	-1.16	0.019	-0.221830186	0.650393479	0.153678864	1.879
2001-03-20	-1.93	-2.17	-1.01	0.52	-5.05	-3.85	-0.37	-1.91	-0.38	-2.09	-2.4	0.67	1.34	0.019	-0.45938844	0.317065473	0.773125502	-2.381
2001-03-21	-1.58	-2.37	-2.16	-1.66	0.04	-2.23	-0.99	-3.57	-1.06	-2.51	-1.88	-0.07	0.68	0.019	0.738450716	0.505582628	-0.102681722	-1.861
2001-03-22	-0.8	-1.6	-1.35	-2.7	4.99	-0.84	-2.42	-0.52	-3.43	-2.23	-0.43	0.36	-1.4	0.019	0.517022129	-0.291112595	0.173068536	-0.411
2001-03-23	1.12	0.49	1.08	-0.02	2.14	1.34	1.25	2.07	0.17	3.62	2.08	0.11	-1.21	0.019	-0.623414612	0.126042701	0.195707234	2.099
2001-03-26	0.78	2.87	1.44	1.04	-1.34	2.26	2.03	2.08	3.6	1.41	1.09	-1.04	0.61	0.019	-0.364805387	0.188252983	0.425436373	1.109
2001-03-27	1.87	-0.91	1.49	1.34	2.65	4.71	1.78	1.94	1.63	2.88	2.4	-0.49	-1.54	0.019	0.538779474	-0.367708965	1.259471619	2.419
2001-03-28	-0.85	-1.56	-1.77	-2.08	-7.39	-3.92	-1.03	0.89	-0.02	-1.24	-2.58	0	1.89	0.019	-0.009549827	-0.560203107	-1.350241823	-2.561
2001-03-29	-0.53	0.92	-0.96	-1.22	-2.24	1.38	0.55	0.5	0.91	-0.35	-0.53	-0.17	1.51	0.019	0.59434982	-0.409791126	-0.906667088	-0.511
2001-03-30	1.03	-0.19	0.71	3.03	0.81	0.15	1.03	1.04	1.82	1.75	1.19	1.66	-0.6	0.019	0.603253809	-0.450103502	-0.915193294	1.209
2001-04-02	-0.45	0.37	-1.16	-2.58	-3.26	-1.59	-0.59	-3.15	0.61	-0.35	-1.6	-1.69	1.49	0.02	0.031760407	-0.972845719	0.499702736	-1.58
2001-04-03	-2.31	-3.16	-2.38	-2.34	-6.99	-4.17	-2.52	-2.33	-0.33	-3.15	-3.69	0.06	2.05	0.02	-0.674104709	0.516832742	-0.034864765	-3.67
2001-04-04	1.25	1.98	0.78	1.89	-1.73	0.07	0.38	1.11	-0.2	-1.59	-0.39	-0.28	0.81	0.02	-0.562963504	0.591367856	0.635516264	-0.37
2001-04-05	0.67	1.79	3.85	3.17	10.8	4.39	2.31	3.05	0.42	4.04	4.68	0.22	-3.3	0.02	0.192696986	-0.104178276	0.310568798	4.7
2001-04-06	-1.28	-2	-1.83	0.47	-4.4	-2.18	-0.82	-0.4	-3.02	-2.11	-2.07	0.38	0.21	0.02	-0.59623011	0.703750636	-0.4028212	-2.05
2001-04-09	-0.13	2.72	1.08	1.74	0.5	1.16	-0.5	1.6	2.06	0.88	0.87	0.24	-0.12	0.02	0.070549177	-0.619093441	-0.426961552	0.89
2001-04-10	0.46	1.48	2.47	1.87	6.83	2.95	1.63	0.13	2.8	2.51	2.87	-0.35	-1.36	0.02	0.384014598	-0.375820894	0.241286666	2.89
2001-04-11	-1.77	-2.05	-0.88	-2.2	3.02	-0.95	-1.21	-2.17	-0.63	0.11	-0.1	-0.16	-0.65	0.02	0.282571455	0.551373586	0.92166184	-0.08
2001-04-16	0.63	0.35	-0.31	2.75	-2.8	0.31	-0.4	0.42	1	-0.43	-0.47	-0.36	0.67	0.02	0.171565635	1.261603673	1.684278439	-0.45
2001-04-17	1.02	0.52	-0.1	0.55	0.95	1.06	0.75	2.87	2.03	1.07	1.1	0.14	-0.23	0.02	0.033173028	-0.863258267	-1.562309353	1.12
2001-04-18	0.27	5.68	2.88	-0.56	9.86	1.86	4.98	-0.28	-1.02	4	3.92	-1.5	-2.54	0.02	0.049926256	0.08767513	-0.102064065	3.94
2001-04-19	0.19	-0.27	0.72	-1.39	6.75	0.56	0.17	-1.24	-1.76	0.75	1.48	0.34	-1.38	0.02	-1.020367988	1.526322854	1.363128698	1.5
2001-04-20	-0.68	-0.71	-0.9	0.99	-0.32	-1.75	-0.86	-1.22	-0.22	-1.35	-0.87	0.1	0.16	0.02	-0.556978606	-0.214477601	0.257192346	-0.85
2001-04-23	0.63	-0.66	-1.16	2.83	-5.5	-2.02	0	-0.37	1.58	-1.38	-1.72	0.34	1.22	0.02	0.324189062	-0.381353231	-0.010737926	-1.7
2001-04-24	0.01	-0.57	-0.55	-0.19	-2.24	-0.43	-1.71	-1.54	0.76	-0.84	-1.15	1.09	1.03	0.02	0.208720647	0.161435798	0.277868786	-1.13
2001-04-25	2.26	-0.21	1.19	1.73	1.77	2.59	1.35	2.43	0.32	1.43	1.68	0.77	-0.9	0.02	-0.142774394	-0.786247828	-2.060339304	1.7
2001-04-26	-0.09	0.55	1.57	1.12	-1.57	0.89	1.37	0.87	1.51	1.05	0.45	0.26	0.26	0.02	-0.030764013	0.731081049	0.373412901	0.47
2001-04-27	0.46	1.12	1.29	0.04	2.34	0.73	2.33	1.68	-0.3	1.58	1.47	-0.09	-0.45	0.02	0.376233604	-0.065422283	-0.284809675	1.49
2001-04-30	-1.03	0.01	0.03	-0.39	1.69	-0.8	-0.69	0.84	0.07	-1.09	0.03	0.73	-0.51	0.02	0.11515269	0.068424036	-0.928417812	0.05
2001-05-01	1.91	-0.8	0.78	-0.34	2.79	2.32	2.06	0.27	0.01	0.88	1.37	0.05	-0.73	0.015	-0.631642834	0.16202479	0.628435298	1.385
2001-05-02	-0.44	2.23	0.03	-4.09	2.48	0.08	-0.59	-0.36	-2.28	0.44	0.33	0.5	-0.95	0.015	-0.048546889	0.387753646	0.238619691	0.345
2001-05-03	-0.34	-1.51	-1.12	-0.42	-3.75	-1.72	-0.99	-1.19	-0.81	-0.68	-1.58	0.26	0.91	0.015	0.115343253	0.3488557	-0.67401041	-1.565
2001-05-07	-0.15	-0.46	-0.31	0.42	-0.91	0.7	-1.13	0.46	-0.66	-0.33	-0.34	-0.06	0.23	0.015	0.198885128	0.032549095	-0.727163465	-0.325
2001-05-08	-0.29	-0.62	0.17	0.39	1.25	-1.62	-0.11	-0.21	-0.59	-0.59	-0.09	0.61	0.16	0.015	0.473965299	-0.365423318	0.194909782	-0.075
2001-05-09	-0.29	-0.4	0.11	1.59	-2.12	-1.32	-0.35	0.36	1.11	-0.14	-0.49	0.08	0.47	0.015	0.094807468	1.851093826	1.838627319	-0.475
2001-05-10	0.69	0.92	0.75	-0.76	-1.32	0.06	1.98	-1.14	0.31	0.36	-0.1	0.1	0.58	0.015	0.263032902	-0.322405573	-1.472806076	-0.085
2001-05-11	-0.5	-1.04	-0.73	-0.66	-1.4	-0.61	0.28	-0.35	0.39	-0.89	-0.74	0.21	0.76	0.015	0.324157159	-0.404976909	-0.289029868	-0.725
2001-05-14	0.16	0.2	0.44	1.95	-1.32	0.39	0.03	0.22	1.04	0.71	0.11	-0.27	0.68	0.015	0.242607397	0.141909727	0.490666614	0.125
2001-05-15	-0.27	0.52	0.3	1.03	-0.03	0.12	-0.98	-0.04	-0.7	0.56	0.06	0.49	0.18	0.015	-0.292601187	-0.064022819	-0.842589775	0.075
2001-05-16	2.58	2.43	3.64	0.42	4.11	2.35	0.87	3.43	0.74	2.65	2.78	-1.11	-1.15	0.015	-0.384002172	1.410139821	3.266404716	2.795
2001-05-17	-0.3	-0.11	0.91	0.31	1.16	-0.73	0.88	1.52	-0.1	-0.05	0.52	0.75	-0.42	0.015	-0.214013659	0.630156884	0.724508383	0.535
2001-05-18	0.04	-0.48	0.13	1.89	0.25	0.79	0.46	-0.6	0.71	0.13	0.22	0.18	-0.01	0.015	0.318478979	4.940572622	1.81776079	0.235
2001-05-21	-0.21	0.18	0.89	-0.45	5.21	0.56	1.83	0.89	0.76	1.25	1.87	0.18	-1.42	0.015	-0.137437571	-0.699112889	-0.561178873	1.885
2001-05-22	-0.64	-0.55	-0.81	-0.89	0.11	-0.51	0.02	-0.98	-0.18	0.47	-0.15	0.31	0.23	0.015	0.70047764	-0.094742227	0.404666082	-0.135
2001-05-23	0.37	-1.96	-1.6	-1.94	-2.97	-2.05	-1.66	-1.78	0.41	-1.1	-1.71	-0.08	0.73	0.015	-0.029456186	-0.514980237	0.272178006	-1.695
2001-05-24	0.46	0.68	-0.42	-0.27	1.19	0.54	0.72	0.33	-0.18	0.33	0.41	0.48	-0.44	0.015	0.222908109	-1.652802646	0.879375932	0.425
2001-05-29	0.71	0.38	0.15	-0.23	-4.31	-0.46	-0.68	1.05	-0.91	-0.29	-1.06	-0.33	1.22	0.015	-0.108327518	-1.40388687	-0.903089928	-1.045
2001-05-30	-0.58	-1.84	-1.54	-0.04	-4.81	-1.87	-0.62	-0.47	0.1	-0.88	-1.74	-0.22	1.73	0.015	0.051387931	-2.828569309	-2.104430214	-1.725
2001-05-31	-0.14	0.87	0.76	0.32	1.28	1.44	0.07	0.34	1.22	0.62	0.73	-0.29	-0.16	0.015	0.368943999	-0.177077049	-0.780392687	0.745
2001-06-01	0.22	1.24	0.48	0.03	1.71	-0.13	0.09	1.29	-0.83	-0.09	0.54	0.73	-0.31	0.013	-0.191032751	0.421307774	0.304384652	0.553
2001-06-04	-0.12	-0.35	0.51	1.98	0.13	-0.11	-0.14	1.31	0.24	0.75	0.49	0.68	-0.2	0.013	0.165398128	-0.531063122	-1.979301269	0.503
2001-06-05	0.43	0.66	1.14	0.43	4.37	1.3	0.9	1.36	-1.57	0.57	1.45	0.39	-1.2	0.013	-0.165125014	0.234880141	0.194346078	1.463
2001-06-06	-1.22	-0.67	-0.71	-2.8	-0.72	-0.99	-0.6	-0.95	-1.5	-0.84	-0.97	0.04	0.12	0.013	0.231630362	-0.027440671	-0.059064115	-0.957
2001-06-07	-0.6	0.26	0.39	-0.96	2.65	-0.37	0.75	0.43	-0.43	-0.08	0.54	0.23	-1.11	0.013	-0.37972771	0.122286913	-0.105247973	0.553
2001-06-08	-0.54	-0.43	-0.98	0.39	-2.48	-0.24	-0.14	-0.73	0.56	-0.77	-0.99	0.07	0.66	0.013	0.168203123	2.667733858	0.817285306	-0.977
2001-06-11	-0.3	0.45	-0.96	0.23	-2.03	-0.15	-1.17	-1.47	1.25	-0.78	-0.98	0.04	0.75	0.013	0.555752674	-2.030915146	-0.702267069	-0.967
2001-06-12	0.23	-0.39	0.14	0.7	-0.1	-0.69	0.56	-0.28	0.27	0.25	0.02	-0.12	0.09	0.013	-0.153205061	1.376241558	0.868244751	0.033
2001-06-13	-0.46	0.04	-0.39	-0.68	-2.83	-0.78	-0.47	-0.13	-1.96	-0.67	-1.06	0.57	0.72	0.013	-0.473220653	0.193003634	0.895412064	-1.047
2001-06-14	-1.1	-1.01	-2.21	-1.44	-4.21	-1.95	-1.27	-0.2	-2.59	-1.22	-1.96	0.02	0.77	0.013	-0.368400779	1.21077017	1.215028627	-1.947
2001-06-15	-0.88	-0.55	-0.45	0.17	-0.93	-1.2	-1.34	0.03	1.41	-0.13	-0.46	0	0.4	0.013	0.105267015	-1.484524042	-1.555389069	-0.447
2001-06-18	-0.9	1.86	-0.25	-0.88	-2	-2.51	0.58	0.32	-0.12	0.11	-0.63	-0.96	1.07	0.013	0.352259946	0.432465986	0.546386061	-0.617
2001-06-19	0.09	-0.32	-0.73	-0.31	0.05	0.25	0.47	0.58	0.97	0.46	0.21	-0.56	0.03	0.013	0.228452506	0.374636615	-0.462326918	0.223
2001-06-20	1.61	0.41	0.19	-1.05	1.47	0.75	0.86	1.46	-0.18	1.52	1.07	0.3	-0.56	0.013	0.28252623	-0.355455133	-1.282674474	1.083
2001-06-21	1.04	3.11	0.15	-1.2	1.26	1.03	1.29	0.24	-2.78	2.04	0.98	-0.25	-0.14	0.013	-0.215675635	0.082728083	-0.470770875	0.993
2001-06-22	-0.88	-1.9	-1.19	0.69	-0.96	-0.82	-1.23	-3.33	0.74	-0.35	-1	-0.31	0.01	0.013	-0.064651586	-0.100120782	-0.450039564	-0.987
2001-06-25	0.21	-0.28	-0.85	-0.31	1.43	-0.67	-1.79	-1.12	-1	-1.2	-0.54	0.42	-0.33	0.013	-0.397350391	0.539673822	-0.109544073	-0.527
2001-06-26	-0.32	0.09	0.73	0.39	0.75	0.47	-0.53	-0.2	0.84	-0.78	-0.04	1.41	-0.17	0.013	-0.199513458	0.843121796	1.15608555	-0.027
2001-06-27	0.2	-0.33	-0.22	-2.63	0.47	-0.04	-0.8	-0.91	0.67	0	-0.22	0.85	-0.04	0.013	0.128423521	-1.518278468	-0.975974166	-0.207
2001-06-28	1.54	1.55	0.71	-1.89	2.56	1.78	1.74	1.24	-0.33	1.15	1.31	0.06	-0.87	0.013	0.944343174	-1.022170848	-0.221127738	1.323
2001-06-29	0.28	0.36	-0.14	1.26	1.3	2.06	-0.31	-1.84	0.26	0.09	0.35	2.45	-0.89	0.013	-0.109580407	0.489698318	-0.106075299	0.363
2001-07-02	0.53	0.92	0.51	-0.45	0.12	0.89	0.71	0.86	0.26	0.86	0.56	-3.31	1.32	0.014	-0.10117842	-0.415033627	-0.365378638	0.574
2001-07-03	-0.07	0.01	0.06	-0.15	-0.32	-0.29	-0.18	-0.11	0.09	-0.25	-0.21	-0.02	0.12	0.014	-0.05799148	-0.658619011	-0.735136788	-0.196
2001-07-05	-1.02	-0.72	-0.28	0.54	-3.14	-0.96	-1.13	-1.28	1.41	-0.73	-1.24	0.23	0.46	0.014	0.686222074	-0.916099898	-0.919346837	-1.226
2001-07-06	-1.22	-2.32	-1.8	-0.13	-5.09	-1.85	-2.21	-1.02	0.53	-1.89	-2.29	0.36	0.96	0.014	-0.259108012	0.310467826	0.644990552	-2.276
2001-07-09	0.2	1.04	0.19	-1.32	1.04	0.9	0.43	1.77	0.32	0.31	0.59	-0.32	0.76	0.014	-0.079932654	0.179868929	-0.487142708	0.604
2001-07-10	-0.03	0.16	-0.86	-0.74	-3.4	0.66	-1.22	-1.14	0.46	-1.64	-1.49	-0.8	2.15	0.014	-0.350120855	-0.102291928	0.480125016	-1.476
2001-07-11	0.81	1.58	-0.43	-1.37	0.48	0.57	1.01	-1.03	-1.33	-0.71	-0.18	-0.49	0.3	0.014	-0.413284682	0.791384918	-0.060431004	-0.166
2001-07-12	0.26	2.04	1.97	-0.17	6.89	1.02	3.48	-1.4	-0.72	2.43	2.44	0.18	-0.86	0.014	0.455305222	-0.621040443	0.197537655	2.454
2001-07-13	0.24	1.04	0.14	0.77	0.33	-0.41	1.06	1.28	-0.24	0.72	0.54	0.26	-0.5	0.014	0.380530491	0.22525097	0.94265934	0.554
2001-07-16	0	0.07	-1.25	-1.72	-2.82	0.27	0.49	-1.01	0.06	-1.1	-1.16	-0.21	1.2	0.014	0.002351213	-0.081296089	-2.271052242	-1.146
2001-07-17	0.75	1.31	1.24	-0.47	1.56	0.92	0.59	1.59	-0.38	1.2	1.05	0.47	-0.75	0.014	-0.097753921	0.490543699	0.908355898	1.064
2001-07-18	0.19	-1.24	0.32	-1.05	-4.19	-1.25	0.42	2.61	-0.79	-0.03	-0.69	-0.69	0.59	0.014	-0.972431041	0.818036802	0.947015136	-0.676
2001-07-19	0.32	-0.12	0.51	1.67	1.96	0.43	0.73	0.01	-0.16	-0.45	0.51	0.66	-0.7	0.014	0.048536856	-0.319922273	-1.115713184	0.524
2001-07-20	-0.12	0.54	-0.2	1.77	-0.95	-0.9	0.2	0.62	-2.14	-0.45	-0.33	0.7	-0.16	0.014	-0.205290783	0.193257215	0.009927841	-0.316
2001-07-23	-1.44	-1.33	-1.12	-0.92	-2.21	-2.19	-1.47	-1.52	-2.78	-1.08	-1.55	0.61	0.35	0.014	0.456102639	-0.374159544	0.500283177	-1.536
2001-07-24	-0.77	-1.48	-1.97	-3.08	-1.36	-2.37	-1.37	-1.82	-3.75	-1.43	-1.7	0.09	0.15	0.014	-0.506434092	0.340276318	0.009701991	-1.686
2001-07-25	0.73	1.08	1.79	3.74	1.61	2.67	1.79	0.98	3.03	0.39	1.37	-1.02	-0.09	0.014	-0.285511984	-0.800237011	-0.649652951	1.384
2001-07-26	-0.12	0.34	1.08	1.64	2.23	2.37	0.44	0.62	2.57	0.72	1.19	-0.37	0.08	0.014	0.085430358	-0.546314468	0.198568364	1.204
2001-07-27	-0.84	-0.16	-0.17	0.68	0.11	0.5	-0.31	0.34	-0.17	0.75	0.26	-0.4	0.06	0.014	0.009545348	0.454758034	-0.510467494	0.274
2001-07-30	-0.03	0.12	0.17	-0.32	-0.38	-0.69	0.59	0.33	0.71	-0.34	-0.12	0.04	0.19	0.014	0.224202489	-0.937681983	-0.208218286	-0.106
2001-07-31	1.26	0.44	0.8	-1.27	0.35	-0.67	0.59	1.75	-0.49	0.57	0.5	-0.51	0.12	0.014	-0.0249981	0.605809334	0.483816539	0.514
2001-08-01	-0.69	-0.15	0.19	-0.66	2.53	1.11	-0.89	-0.53	0.74	0.2	0.48	0.39	-0.07	0.013	-0.201683443	0.417474194	0.127906396	0.493
2001-08-02	0.34	0.15	0.54	0.48	1.51	-0.52	0.91	-0.8	1.44	-0.18	0.33	-0.29	0.05	0.013	-0.16033289	0.009715691	0.056931867	0.343
2001-08-03	-0.17	-0.5	-0.13	-1.23	-1.07	-1.08	-0.54	-0.09	-0.02	-0.06	-0.49	0.19	0.1	0.013	-0.278895925	0.194491191	-0.155714149	-0.477
2001-08-06	-0.79	-0.84	-0.93	-0.59	-1.7	-0.73	-1.34	-0.52	-2.54	-1.13	-1.16	-0.21	0.8	0.013	0.152005804	-0.303737366	-0.825875644	-1.147
2001-08-07	0.46	-0.11	-0.33	0.64	-0.46	0.05	0.53	0.46	0.2	0.68	0.21	-0.38	0.17	0.013	0.246300885	0.009599883	-0.468624144	0.223
2001-08-08	-0.14	-1.43	-1.52	-1.34	-3.36	-1.54	-1.14	-1.36	-2.28	-1.2	-1.72	0.09	0.77	0.013	-0.132304766	0.305522217	-0.474722574	-1.707
2001-08-09	0.2	0.27	0.1	0.06	-0.16	-0.49	-0.34	0.29	1.1	-0.06	-0.06	0.43	-0.53	0.013	-0.386499723	2.020761122	1.556450498	-0.047
2001-08-10	0.17	1.04	1.33	1.03	-0.39	1.27	-0.13	0.99	0.61	0.47	0.44	-0.41	0.12	0.013	-0.414764279	0.226548093	-1.701820351	0.453
2001-08-13	0.02	-1.52	0.15	0.01	0.92	-0.02	-0.65	0.93	-0.76	0.01	0.23	0.18	-0.14	0.013	-0.091379807	0.67682401	0.095658686	0.243
2001-08-14	0.16	-0.52	-0.15	0.43	-1.6	-0.21	0.85	0.12	0.41	-0.21	-0.3	0.5	0.46	0.013	-0.331067775	0.188624795	1.313029164	-0.287
2001-08-15	0.32	-0.5	0.01	2.2	-2.65	-1.81	-0.53	-0.34	-0.57	-0.18	-0.75	0.5	0.17	0.013	-0.97444479	-0.241732089	-1.079840324	-0.737
2001-08-16	0.27	1.23	0.71	-0.46	0.78	0.24	0.01	-0.11	0.8	-0.12	0.21	-0.01	0.26	0.013	-0.057519446	-0.17038883	1.027854712	0.223
2001-08-17	0.15	-4.64	-0.81	-1.59	-3.45	-2.07	-1.26	-0.65	-0.16	-1.37	-1.63	0.55	0.36	0.013	0.114446818	1.473785952	1.599118603	-1.617
2001-08-20	1.73	-2.88	0.33	-0.34	0.56	1.3	1.33	0.8	0.6	0.76	0.71	0.05	-0.57	0.013	0.335057623	-1.184825603	-2.580245403	0.723
2001-08-21	-0.09	-0.75	-0.52	-0.51	-2.82	-1.04	-1.97	-0.42	-0.33	-0.96	-1.22	-0.21	0.78	0.013	-0.046715848	-0.422322742	0.957046945	-1.207
2001-08-22	0.52	1.5	0.74	0.48	1.64	-1.07	0.46	1.13	0.83	0.52	0.71	0.33	-0.68	0.013	-0.491448128	-0.026767012	0.338891364	0.723
2001-08-23	0.71	-1.33	0.09	-0.03	-0.96	-0.91	-0.79	0.25	0.28	-0.2	-0.31	-0.29	-0.1	0.013	0.12386885	0.15343202	0.26748912	-0.297
2001-08-27	-0.08	-0.28	-0.06	-1.01	0.13	-1.17	-0.7	-0.36	0.69	-0.68	-0.42	0.32	-0.47	0.013	0.108115914	0.027856412	0.334770858	-0.407
2001-08-28	-0.62	-0.63	-1.53	-1.2	-2.58	-1.44	-0.85	-1.43	-0.02	-1.21	-1.46	0.18	0.89	0.013	-0.045709961	-0.172674841	-0.32119007	-1.447
2001-08-29	-0.27	-0.35	-0.99	-0.07	-1.86	-0.85	-1.07	-0.8	-0.26	-0.77	-0.98	0.88	0.09	0.013	0.020428952	0.518174229	0.056616163	-0.967
2001-08-30	0.56	-1.9	-1.21	-1.23	-4.33	-1.28	-1.65	-0.74	-1.11	-0.83	-1.6	0.32	0.63	0.013	-0.350968912	0.623765886	-0.630929298	-1.587
2001-08-31	-0.25	1.06	0.47	0.03	1.26	0.7	0.64	-1.04	0.04	0.55	0.42	-0.39	0.29	0.013	0.251883958	-0.351657375	0.17573058	0.433
2001-09-04	1.14	0.88	0.41	1.31	-2.44	0.31	0.88	1.25	0.91	-0.42	-0.12	-0.38	0.65	0.018	1.244532311	-0.980347934	-0.510406033	-0.102
2001-09-05	0.87	-0.61	0.13	0.5	-1.31	-0.6	-0.46	1.45	-0.6	-0.64	-0.32	-0.65	0.55	0.018	0.144784694	0.155383514	0.1525411	-0.302
2001-09-06	-1.31	-1.93	-1.16	0.05	-3.9	-2.21	-3.07	-1.84	-0.07	-1.93	-2.13	0.28	0.45	0.018	-0.204699486	0.337127798	-0.109942514	-2.112
2001-09-07	-0.78	-3.57	-2.33	-0.08	-1.22	-2.22	-2.99	-2.09	0.12	-2.17	-1.83	0.38	-0.52	0.018	-0.409682598	0.045736177	-0.110063521	-1.812
2001-09-10	0.4	0.27	-0.77	0.35	1.24	1.99	-0.71	1.01	-0.83	0.04	0.37	-1.07	-0.5	0.018	0.418720404	-0.482047246	0.266899577	0.388
2001-09-17	-0.84	-11.73	-6.67	-2.73	-6.94	-3.82	-6.45	-1.35	-1.68	-6.22	-5.03	0.25	-0.82	0.018	0.17483555	-0.247442685	1.925138154	-5.012
2001-09-18	-0.39	-0.79	-1.06	-2.8	-1.06	1.9	0.3	-1.57	-1.03	-0.9	-0.82	-1.45	1.19	0.018	-0.091214707	-0.612244026	1.357471361	-0.802
2001-09-19	-0.99	-3.12	-2.32	-3.65	-1.51	0.11	-1.06	-1.67	-1.81	-2.03	-1.67	-0.78	-0.02	0.018	-0.359827004	0.900550319	5.909919296	-1.652
2001-09-20	-2.34	-5.13	-4.48	-2.44	-4.56	-1.27	-2.69	-1.29	0.09	-3.81	-3.05	-0.83	-0.1	0.018	0.027488306	-0.851767843	-4.519193902	-3.032
2001-09-21	-2.19	-0.57	-2.3	-1.14	-2.87	-2.95	-1.72	-2.64	-1.59	-0.91	-1.96	-0.41	-0.6	0.018	0.862857828	1.071095313	1.799033714	-1.942
